,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Row,Col,Treatment,Concentration_uM,Cell_Death,Well,A,incubation_time,drug,Row_New,concentr,normalized_atp_1,plate,B,normalized_atp_2,C,normalized_atp_3,normalized_atp
225,225,225,25,B,1,DMSO,0,Healthy,B01,,28h,healthy,2,0.0,,2,260992.0,1.0394063326799974,,,1.0394063326799974
226,226,226,252,K,12,DMSO,0,Ferroptosis,K12,,28h,healthy,11,0.0,,2,283360.0,1.1284873805641709,,,1.1284873805641709
227,227,227,73,D,1,DMSO,0,Healthy,D01,,28h,healthy,4,0.0,,2,259288.0,1.0326201155128554,,,1.0326201155128554
228,228,228,239,J,23,DMSO,0,Healthy,J23,,28h,healthy,10,0.0,,2,261856.0,1.0428472315253088,,,1.0428472315253088
229,229,229,154,G,10,DMSO,0,Apoptosis,G10,,28h,healthy,7,0.0,,2,271664.0,1.0819078054544922,,,1.0819078054544922
230,230,230,145,G,1,DMSO,0,Healthy,G01,,28h,healthy,7,0.0,,2,236096.0,0.9402574696558388,,,0.9402574696558388
231,231,231,249,K,9,Untreated,0,Ferroptosis,K09,,28h,healthy,11,0.0,,2,282936.0,1.126798791316009,,,1.126798791316009
232,232,232,242,K,2,Untreated,0,Healthy,K02,,28h,healthy,11,0.0,,2,259024.0,1.031568729754566,,,1.031568729754566
233,233,233,218,J,2,Untreated,0,Healthy,J02,,28h,healthy,10,0.0,,2,172688.0,0.6877337266193729,,,0.6877337266193729
234,234,234,264,K,24,Untreated,0,Healthy,K24,,28h,healthy,11,0.0,,2,259224.0,1.0323652341169065,,,1.0323652341169065
235,235,235,312,M,24,Untreated,0,Healthy,M24,,28h,healthy,13,0.0,,2,247480.0,0.985594497960266,,,0.985594497960266
236,236,236,26,B,2,Untreated,0,Healthy,B02,,28h,healthy,2,0.0,,2,247224.0,0.98457497237647,,,0.98457497237647
237,237,237,192,H,24,Untreated,0,Healthy,H24,,28h,healthy,8,0.0,,2,249904.0,0.9952481308318342,,,0.9952481308318342
238,238,238,33,B,9,Untreated,0,Apoptosis,B09,,28h,healthy,2,0.0,,2,258808.0,1.030708505043238,,,1.030708505043238
239,239,239,168,G,24,Untreated,0,Healthy,G24,,28h,healthy,7,0.0,,2,249360.0,0.9930816389662678,,,0.9930816389662678
240,240,240,105,E,9,Untreated,0,Apoptosis,E09,,28h,healthy,5,0.0,,2,267000.0,1.0633333237247091,,,1.0633333237247091
241,241,241,81,D,9,Untreated,0,Apoptosis,D09,,28h,healthy,4,0.0,,2,261808.0,1.0426560704783472,,,1.0426560704783472
242,242,242,83,D,11,Untreated,0,Apoptosis,D11,,28h,healthy,4,0.0,,2,264496.0,1.0533610891082048,,,1.0533610891082048
243,243,243,203,I,11,Untreated,0,Ferroptosis,I11,,28h,healthy,9,0.0,,2,252456.0,1.0054115264953003,,,1.0054115264953003
244,244,244,314,N,2,Untreated,0,Healthy,N02,,28h,healthy,14,0.0,,2,252512.0,1.0056345477167556,,,1.0056345477167556
245,245,245,251,K,11,Untreated,0,Ferroptosis,K11,,28h,healthy,11,0.0,,2,295080.0,1.1751625361973304,,,1.1751625361973304
246,246,246,129,F,9,Untreated,0,Apoptosis,F09,,28h,healthy,6,0.0,,2,247720.0,0.9865503031950748,,,0.9865503031950748
247,247,247,275,L,11,Untreated,0,Ferroptosis,L11,,28h,healthy,12,0.0,,2,269704.0,1.0741020627035542,,,1.0741020627035542
248,248,248,338,O,2,Untreated,0,Healthy,O02,,28h,healthy,15,0.0,,2,239616.0,0.9542759464330336,,,0.9542759464330336
249,249,249,27,B,3,Stauro,"0,04748",Apoptosis,B03,,28h,apoptosis,2,0.04748,,3,,,105160.0,0.4188019937186907,0.4188019937186907
250,250,250,28,B,4,Stauro,"0,02374",Apoptosis,B04,,28h,apoptosis,2,0.02374,,3,,,131584.0,0.5240361500711316,0.5240361500711316
251,251,251,29,B,5,Stauro,"0,01187",Apoptosis,B05,,28h,apoptosis,2,0.01187,,3,,,171360.0,0.6824449376534314,0.6824449376534314
252,252,252,30,B,6,Stauro,"0,005935",Apoptosis,B06,,28h,apoptosis,2,0.005935,,3,,,177816.0,0.7081560984697861,0.7081560984697861
253,253,253,31,B,7,Stauro,"0,0029675",Apoptosis,B07,,28h,apoptosis,2,0.0029675,,3,,,198592.0,0.7908969716297283,0.7908969716297283
254,254,254,37,B,13,Stauro,"0,04748",Apoptosis,B13,,28h,apoptosis,2,0.04748,,3,,,112960.0,0.4498656638499743,0.4498656638499743
255,255,255,38,B,14,Stauro,"0,02374",Apoptosis,B14,,28h,apoptosis,2,0.02374,,3,,,145312.0,0.5787082095021908,0.5787082095021908
256,256,256,39,B,15,Stauro,"0,01187",Apoptosis,B15,,28h,apoptosis,2,0.01187,,3,,,165368.0,0.6585816669577068,0.6585816669577068
257,257,257,40,B,16,Stauro,"0,005935",Apoptosis,B16,,28h,apoptosis,2,0.005935,,3,,,171296.0,0.6821900562574824,0.6821900562574824
258,258,258,42,B,18,Stauro,"0,04748",Apoptosis,B18,,28h,apoptosis,2,0.04748,,3,,,114016.0,0.4540712068831327,0.4540712068831327
259,259,259,43,B,19,Stauro,"0,02374",Apoptosis,B19,,28h,apoptosis,2,0.02374,,3,,,138952.0,0.5533793707797595,0.5533793707797595
260,260,260,44,B,20,Stauro,"0,01187",Apoptosis,B20,,28h,apoptosis,2,0.01187,,3,,,169952.0,0.6768375469425535,0.6768375469425535
261,261,261,45,B,21,Stauro,"0,005935",Apoptosis,B21,,28h,apoptosis,2,0.005935,,3,,,176632.0,0.7034407926447297,0.7034407926447297
262,262,262,46,B,22,Stauro,"0,0029675",Apoptosis,B22,,28h,apoptosis,2,0.0029675,,3,,,192464.0,0.7664920779676121,0.7664920779676121
263,263,263,51,C,3,Vinblastine,"0,00222",Apoptosis,C03,,28h,apoptosis,3,0.00222,,3,,,107416.0,0.4277865629258927,0.4277865629258927
264,264,264,52,C,4,Vinblastine,"0,00111",Apoptosis,C04,,28h,apoptosis,3,0.00111,,3,,,185360.0,0.7382002430172738,0.7382002430172738
265,265,265,61,C,13,Vinblastine,"0,00222",Apoptosis,C13,,28h,apoptosis,3,0.00222,,3,,,135872.0,0.5411132035997142,0.5411132035997142
266,266,266,62,C,14,Vinblastine,"0,00111",Apoptosis,C14,,28h,apoptosis,3,0.00111,,3,,,176128.0,0.7014336016516314,0.7014336016516314
267,267,267,66,C,18,Vinblastine,"0,00222",Apoptosis,C18,,28h,apoptosis,3,0.00222,,3,,,108200.0,0.4309088600262679,0.4309088600262679
268,268,268,67,C,19,Vinblastine,"0,00111",Apoptosis,C19,,28h,apoptosis,3,0.00111,,3,,,146944.0,0.5852076850988902,0.5852076850988902
269,269,269,75,D,3,Paclitaxel,"110,24",Apoptosis,D03,,28h,apoptosis,4,110.24,,3,,,115288.0,0.459136974627619,0.459136974627619
270,270,270,78,D,6,Paclitaxel,"13,78",Apoptosis,D06,,28h,apoptosis,4,13.78,,3,,,78672.0,0.3133129559703008,0.3133129559703008
271,271,271,79,D,7,Paclitaxel,"6,89",Apoptosis,D07,,28h,apoptosis,4,6.89,,3,,,85544.0,0.340680845860324,0.340680845860324
272,272,272,88,D,16,Paclitaxel,"13,78",Apoptosis,D16,,28h,apoptosis,4,13.78,,3,,,85256.0,0.3395338795785536,0.3395338795785536
273,273,273,89,D,17,Paclitaxel,"6,89",Apoptosis,D17,,28h,apoptosis,4,6.89,,3,,,111656.0,0.4446724554075136,0.4446724554075136
274,274,274,90,D,18,Paclitaxel,"110,24",Apoptosis,D18,,28h,apoptosis,4,110.24,,3,,,83688.0,0.3332892853778032,0.3332892853778032
275,275,275,93,D,21,Paclitaxel,"13,78",Apoptosis,D21,,28h,apoptosis,4,13.78,,3,,,83000.0,0.3305493103713515,0.3305493103713515
276,276,276,94,D,22,Paclitaxel,"6,89",Apoptosis,D22,,28h,apoptosis,4,6.89,,3,,,104064.0,0.4144371498130642,0.4144371498130642
277,277,277,99,E,3,Etoposide,"67,48",Apoptosis,E03,,28h,apoptosis,5,67.48,,3,,,98880.0,0.3937917567411957,0.3937917567411957
278,278,278,100,E,4,Etoposide,"33,74",Apoptosis,E04,,28h,apoptosis,5,33.74,,3,,,131608.0,0.5241317305946125,0.5241317305946125
279,279,279,101,E,5,Etoposide,"16,87",Apoptosis,E05,,28h,apoptosis,5,16.87,,3,,,140272.0,0.5586362995712075,0.5586362995712075
280,280,280,102,E,6,Etoposide,"8,435",Apoptosis,E06,,28h,apoptosis,5,8.435,,3,,,180304.0,0.7180646127373033,0.7180646127373033
281,281,281,103,E,7,Etoposide,"4,2175",Apoptosis,E07,,28h,apoptosis,5,4.2175,,3,,,173000.0,0.6889762734246243,0.6889762734246243
282,282,282,109,E,13,Etoposide,"67,48",Apoptosis,E13,,28h,apoptosis,5,67.48,,3,,,107872.0,0.4296025928720293,0.4296025928720293
283,283,283,110,E,14,Etoposide,"33,74",Apoptosis,E14,,28h,apoptosis,5,33.74,,3,,,142416.0,0.5671748263354989,0.5671748263354989
284,284,284,111,E,15,Etoposide,"16,87",Apoptosis,E15,,28h,apoptosis,5,16.87,,3,,,135048.0,0.5378316056268709,0.5378316056268709
285,285,285,112,E,16,Etoposide,"8,435",Apoptosis,E16,,28h,apoptosis,5,8.435,,3,,,184672.0,0.7354602680108221,0.7354602680108221
286,286,286,113,E,17,Etoposide,"4,2175",Apoptosis,E17,,28h,apoptosis,5,4.2175,,3,,,169824.0,0.6763277841506555,0.6763277841506555
287,287,287,114,E,18,Etoposide,"67,48",Apoptosis,E18,,28h,apoptosis,5,67.48,,3,,,106472.0,0.4240270623356451,0.4240270623356451
288,288,288,115,E,19,Etoposide,"33,74",Apoptosis,E19,,28h,apoptosis,5,33.74,,3,,,125320.0,0.4990896334426238,0.4990896334426238
289,289,289,116,E,20,Etoposide,"16,87",Apoptosis,E20,,28h,apoptosis,5,16.87,,3,,,157824.0,0.6285375224102191,0.6285375224102191
290,290,290,117,E,21,Etoposide,"8,435",Apoptosis,E21,,28h,apoptosis,5,8.435,,3,,,164280.0,0.6542486832265739,0.6542486832265739
291,291,291,118,E,22,Etoposide,"4,2175",Apoptosis,E22,,28h,apoptosis,5,4.2175,,3,,,184984.0,0.7367028148160735,0.7367028148160735
292,292,292,123,F,3,Actinomycin D,"0,0015104",Apoptosis,F03,,28h,apoptosis,6,0.0015104,,3,,,196048.0,0.7807654361407558,0.7807654361407558
293,293,293,138,F,18,Actinomycin D,"0,0015104",Apoptosis,F18,,28h,apoptosis,6,0.0015104,,3,,,199024.0,0.792617421052384,0.792617421052384
294,294,294,147,G,3,Doxorubicin,"0,2472",Apoptosis,G03,,28h,apoptosis,7,0.2472,,3,,,133472.0,0.5315551512516269,0.5315551512516269
295,295,295,157,G,13,Doxorubicin,"0,2472",Apoptosis,G13,,28h,apoptosis,7,0.2472,,3,,,118440.0,0.4716898833781069,0.4716898833781069
296,296,296,158,G,14,Doxorubicin,"0,1236",Apoptosis,G14,,28h,apoptosis,7,0.1236,,3,,,194512.0,0.7746482826379799,0.7746482826379799
297,297,297,162,G,18,Doxorubicin,"0,2472",Apoptosis,G18,,28h,apoptosis,7,0.2472,,3,,,137792.0,0.548759645478184,0.548759645478184
298,298,298,163,G,19,Doxorubicin,"0,1236",Apoptosis,G19,,28h,apoptosis,7,0.1236,,3,,,184056.0,0.7330070345748131,0.7330070345748131
299,299,299,171,H,3,Niclosamide,"6,78",Apoptosis,H03,,28h,apoptosis,8,6.78,,3,,,81048.0,0.3227754277949072,0.3227754277949072
300,300,300,172,H,4,Niclosamide,"3,39",Apoptosis,H04,,28h,apoptosis,8,3.39,,3,,,137248.0,0.5465931536126176,0.5465931536126176
301,301,301,181,H,13,Niclosamide,"6,78",Apoptosis,H13,,28h,apoptosis,8,6.78,,3,,,92824.0,0.3696736046495221,0.3696736046495221
302,302,302,182,H,14,Niclosamide,"3,39",Apoptosis,H14,,28h,apoptosis,8,3.39,,3,,,125136.0,0.4983568494292704,0.4983568494292704
303,303,303,183,H,15,Niclosamide,"1,695",Apoptosis,H15,,28h,apoptosis,8,1.695,,3,,,196840.0,0.7839195934156246,0.7839195934156246
304,304,304,187,H,19,Niclosamide,"3,39",Apoptosis,H19,,28h,apoptosis,8,3.39,,3,,,176152.0,0.7015291821751123,0.7015291821751123
305,305,305,188,H,20,Niclosamide,"1,695",Apoptosis,H20,,28h,apoptosis,8,1.695,,3,,,190408.0,0.7583040131227506,0.7583040131227506
306,306,306,196,I,4,RLS3,"0,03014",Ferroptosis,I04,,28h,ferroptosis,9,0.03014,,3,,,115752.0,0.4609848647482492,0.4609848647482492
307,307,307,197,I,5,RLS3,"0,01507",Ferroptosis,I05,,28h,ferroptosis,9,0.01507,,3,,,188840.0,0.7520594189220003,0.7520594189220003
308,308,308,206,I,14,RLS3,"0,03014",Ferroptosis,I14,,28h,ferroptosis,9,0.03014,,3,,,133816.0,0.5329251387548528,0.5329251387548528
309,309,309,207,I,15,RLS3,"0,01507",Ferroptosis,I15,,28h,ferroptosis,9,0.01507,,3,,,191472.0,0.7625414163304027,0.7625414163304027
310,310,310,211,I,19,RLS3,"0,03014",Ferroptosis,I19,,28h,ferroptosis,9,0.03014,,3,,,96440.0,0.3840744035206403,0.3840744035206403
311,311,311,221,J,5,ML162,"0,02393",Ferroptosis,J05,,28h,ferroptosis,10,0.02393,,3,,,169608.0,0.6754675594393277,0.6754675594393277
312,312,312,231,J,15,ML162,"0,02393",Ferroptosis,J15,,28h,ferroptosis,10,0.02393,,3,,,165168.0,0.6577851625953662,0.6577851625953662
313,313,313,235,J,19,ML162,"0,04786",Ferroptosis,J19,,28h,ferroptosis,10,0.04786,,3,,,77600.0,0.3090436925881551,0.3090436925881551
314,314,314,236,J,20,ML162,"0,02393",Ferroptosis,J20,,28h,ferroptosis,10,0.02393,,3,,,163512.0,0.6511901064751859,0.6511901064751859
315,315,315,246,K,6,ML210,"0,0588",Ferroptosis,K06,,28h,ferroptosis,11,0.0588,,3,,,175400.0,0.6985343257727116,0.6985343257727116
316,316,316,255,K,15,ML210,"0,1176",Ferroptosis,K15,,28h,ferroptosis,11,0.1176,,3,,,76832.0,0.3059851158367672,0.3059851158367672
317,317,317,260,K,20,ML210,"0,1176",Ferroptosis,K20,,28h,ferroptosis,11,0.1176,,3,,,75400.0,0.3002821446024085,0.3002821446024085
318,318,318,261,K,21,ML210,"0,0588",Ferroptosis,K21,,28h,ferroptosis,11,0.0588,,3,,,121248.0,0.4828728046253691,0.4828728046253691
319,319,319,293,M,5,IKE,"0,349",Ferroptosis,M05,,28h,ferroptosis,13,0.349,,3,,,105880.0,0.4216694094231169,0.4216694094231169
320,320,320,303,M,15,IKE,"0,349",Ferroptosis,M15,,28h,ferroptosis,13,0.349,,3,,,105720.0,0.4210322059332444,0.4210322059332444
321,321,321,308,M,20,IKE,"0,349",Ferroptosis,M20,,28h,ferroptosis,13,0.349,,3,,,159272.0,0.6343042139935652,0.6343042139935652
322,322,322,309,M,21,IKE,"0,1745",Ferroptosis,M21,,28h,ferroptosis,13,0.1745,,3,,,199648.0,0.7951025146628867,0.7951025146628867
323,323,323,317,N,5,FINO2,"1,071",Ferroptosis,N05,,28h,ferroptosis,14,1.071,,3,,,90224.0,0.3593190479390942,0.3593190479390942
324,324,324,318,N,6,FINO2,"0,5355",Ferroptosis,N06,,28h,ferroptosis,14,0.5355,,3,,,148944.0,0.5931727287222962,0.5931727287222962
325,325,325,327,N,15,FINO2,"1,071",Ferroptosis,N15,,28h,ferroptosis,14,1.071,,3,,,97544.0,0.3884711076007604,0.3884711076007604
326,326,326,328,N,16,FINO2,"0,5355",Ferroptosis,N16,,28h,ferroptosis,14,0.5355,,3,,,157912.0,0.628887984329649,0.628887984329649
327,327,327,329,N,17,FINO2,"0,26775",Ferroptosis,N17,,28h,ferroptosis,14,0.26775,,3,,,198568.0,0.7908013911062475,0.7908013911062475
328,328,328,332,N,20,FINO2,"1,071",Ferroptosis,N20,,28h,ferroptosis,14,1.071,,3,,,83040.0,0.3307086112438197,0.3307086112438197
329,329,329,333,N,21,FINO2,"0,5355",Ferroptosis,N21,,28h,ferroptosis,14,0.5355,,3,,,180736.0,0.719785062159959,0.719785062159959
330,330,330,334,N,22,FINO2,"0,26775",Ferroptosis,N22,,28h,ferroptosis,14,0.26775,,3,,,178568.0,0.7111509548721868,0.7111509548721868
331,331,331,340,O,4,FIN56,"0,1553",Ferroptosis,O04,,28h,ferroptosis,15,0.1553,,3,,,126928.0,0.5054935285158423,0.5054935285158423
332,332,332,341,O,5,FIN56,"0,07765",Ferroptosis,O05,,28h,ferroptosis,15,0.07765,,3,,,99584.0,0.3965954520966346,0.3965954520966346
333,333,333,342,O,6,FIN56,"0,038825",Ferroptosis,O06,,28h,ferroptosis,15,0.038825,,3,,,191024.0,0.7607572465587598,0.7607572465587598
334,334,334,350,O,14,FIN56,"0,1553",Ferroptosis,O14,,28h,ferroptosis,15,0.1553,,3,,,106040.0,0.4223066129129894,0.4223066129129894
335,335,335,351,O,15,FIN56,"0,07765",Ferroptosis,O15,,28h,ferroptosis,15,0.07765,,3,,,117832.0,0.4692685101165915,0.4692685101165915
336,336,336,352,O,16,FIN56,"0,038825",Ferroptosis,O16,,28h,ferroptosis,15,0.038825,,3,,,194472.0,0.7744889817655118,0.7744889817655118
337,337,337,353,O,17,FIN56,"0,0194125",Ferroptosis,O17,,28h,ferroptosis,15,0.0194125,,3,,,182712.0,0.7276545252598842,0.7276545252598842
338,338,338,356,O,20,FIN56,"0,07765",Ferroptosis,O20,,28h,ferroptosis,15,0.07765,,3,,,137784.0,0.5487277853036904,0.5487277853036904
339,339,339,357,O,21,FIN56,"0,038825",Ferroptosis,O21,,28h,ferroptosis,15,0.038825,,3,,,181384.0,0.7223657362939425,0.7223657362939425
340,340,340,358,O,22,FIN56,"0,0194125",Ferroptosis,O22,,28h,ferroptosis,15,0.0194125,,3,,,191168.0,0.761330729699645,0.761330729699645
341,341,341,359,O,23,DMSO,0,Healthy,O23,,28h,healthy,15,0.0,,3,,,194032.0,0.7727366721683625,0.7727366721683625
342,342,342,176,H,8,DMSO,0,Apoptosis,H08,,28h,healthy,8,0.0,,3,,,239816.0,0.955072450795374,0.955072450795374
343,343,343,80,D,8,DMSO,0,Apoptosis,D08,,28h,healthy,4,0.0,,3,,,247096.0,0.984065209584572,0.984065209584572
344,344,344,276,L,12,DMSO,0,Ferroptosis,L12,,28h,healthy,12,0.0,,3,,,238504.0,0.9498473821784196,0.9498473821784196
345,345,345,154,G,10,DMSO,0,Apoptosis,G10,,28h,healthy,7,0.0,,3,,,262424.0,1.0451093039143562,1.0451093039143562
346,346,346,82,D,10,DMSO,0,Apoptosis,D10,,28h,healthy,4,0.0,,3,,,252808.0,1.00681337417302,1.00681337417302
347,347,347,56,C,8,DMSO,0,Apoptosis,C08,,28h,healthy,3,0.0,,3,,,255488.0,1.017486532628384,1.017486532628384
348,348,348,202,I,10,DMSO,0,Ferroptosis,I10,,28h,healthy,9,0.0,,3,,,261400.0,1.0410312015791725,1.0410312015791725
349,349,349,60,C,12,DMSO,0,Apoptosis,C12,,28h,healthy,3,0.0,,3,,,265232.0,1.0562922251616182,1.0562922251616182
350,350,350,348,O,12,DMSO,0,Ferroptosis,O12,,28h,healthy,15,0.0,,3,,,224176.0,0.8927858096603386,0.8927858096603386
351,351,351,47,B,23,DMSO,0,Healthy,B23,,28h,healthy,2,0.0,,3,,,265288.0,1.0565152463830736,1.0565152463830736
352,352,352,311,M,23,DMSO,0,Healthy,M23,,28h,healthy,13,0.0,,3,,,225456.0,0.8978834375793185,0.8978834375793185
353,353,353,335,N,23,DMSO,0,Healthy,N23,,28h,healthy,14,0.0,,3,,,236064.0,0.9401300289578642,0.9401300289578642
354,354,354,84,D,12,DMSO,0,Apoptosis,D12,,28h,healthy,4,0.0,,3,,,251648.0,1.0021936488714442,1.0021936488714442
355,355,355,226,J,10,DMSO,0,Ferroptosis,J10,,28h,healthy,10,0.0,,3,,,246216.0,0.9805605903902734,0.9805605903902734
356,356,356,191,H,23,DMSO,0,Healthy,H23,,28h,healthy,8,0.0,,3,,,241072.0,0.9600744981908732,0.9600744981908732
357,357,357,98,E,2,Untreated,0,Healthy,E02,,28h,healthy,5,0.0,,3,,,254424.0,1.013249129420732,1.013249129420732
358,358,358,266,L,2,Untreated,0,Healthy,L02,,28h,healthy,12,0.0,,3,,,273640.0,1.0897772685544174,1.0897772685544174
359,359,359,81,D,9,Untreated,0,Apoptosis,D09,,28h,healthy,4,0.0,,3,,,273992.0,1.091179116232137,1.091179116232137
360,360,360,336,N,24,Untreated,0,Healthy,N24,,28h,healthy,14,0.0,,3,,,228832.0,0.911328431215628,0.911328431215628
361,361,361,264,K,24,Untreated,0,Healthy,K24,,28h,healthy,11,0.0,,3,,,249536.0,0.9937825628051274,0.9937825628051274
362,362,362,242,K,2,Untreated,0,Healthy,K02,,28h,healthy,11,0.0,,3,,,284296.0,1.1322150209799249,1.1322150209799249
363,363,363,105,E,9,Untreated,0,Apoptosis,E09,,28h,healthy,5,0.0,,3,,,260760.0,1.0384823876196825,1.0384823876196825
364,364,364,338,O,2,Untreated,0,Healthy,O02,,28h,healthy,15,0.0,,3,,,255464.0,1.0173909521049032,1.0173909521049032
365,365,365,312,M,24,Untreated,0,Healthy,M24,,28h,healthy,13,0.0,,3,,,236576.0,0.9421690801254562,0.9421690801254562
366,366,366,59,C,11,Untreated,0,Apoptosis,C11,,28h,healthy,3,0.0,,3,,,252400.0,1.005188505273845,1.005188505273845
367,367,367,249,K,9,Untreated,0,Ferroptosis,K09,,28h,healthy,11,0.0,,3,,,257832.0,1.0268215637550158,1.0268215637550158
368,368,368,168,G,24,Untreated,0,Healthy,G24,,28h,healthy,7,0.0,,3,,,258488.0,1.029434098063493,1.029434098063493
369,369,369,225,J,9,Untreated,0,Ferroptosis,J09,,28h,healthy,10,0.0,,3,,,258680.0,1.03019874225134,1.03019874225134
370,370,370,131,F,11,Untreated,0,Apoptosis,F11,,28h,healthy,6,0.0,,3,,,283880.0,1.1305582919062565,1.1305582919062565
371,371,371,50,C,2,Untreated,0,Healthy,C02,,28h,healthy,3,0.0,,3,,,258048.0,1.0276817884663436,1.0276817884663436
